233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	60.0	23.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
230.0	57.0	25.0	35.0
233.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	60.0	22.0	30.0
232.0	59.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	59.0	22.0	30.0
233.0	59.0	22.0	30.0
233.0	59.0	22.0	30.0
233.0	59.0	22.0	30.0
233.0	59.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
234.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
233.0	60.0	22.0	30.0
234.0	60.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
234.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	61.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	31.0
234.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	31.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	61.0	22.0	31.0
235.0	61.0	23.0	30.0
235.0	61.0	22.0	30.0
235.0	61.0	22.0	31.0
235.0	61.0	23.0	30.0
235.0	61.0	23.0	30.0
235.0	61.0	22.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	31.0
234.0	62.0	22.0	31.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	31.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	31.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	31.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	61.0	23.0	30.0
234.0	61.0	23.0	30.0
234.0	61.0	23.0	30.0
234.0	61.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	31.0
234.0	62.0	23.0	31.0
234.0	62.0	23.0	30.0
234.0	61.0	23.0	30.0
234.0	61.0	23.0	31.0
234.0	61.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	31.0
235.0	62.0	23.0	31.0
235.0	62.0	22.0	31.0
235.0	62.0	23.0	30.0
235.0	62.0	23.0	30.0
235.0	62.0	22.0	31.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	23.0	30.0
234.0	62.0	22.0	30.0
234.0	62.0	22.0	30.0
233.0	61.0	23.0	30.0
233.0	62.0	23.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	23.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	23.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	23.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
233.0	62.0	22.0	30.0
